restaurants-rerun1f2	find all restaurants rated higher than NUMBER_0	now => ( @org.schema.Restaurant.Restaurant ) filter param:aggregateRating.ratingValue:Number >= NUMBER_0 => notify	restaurants	now => ( schema_table ) filter param:property >= VALUE => notify	now => ( schema_table ) filter param:property REL_OP VALUE => notify
people-rerun1f4	show me who has worked for microsoft ?	"now => ( @org.schema.Person.Person ) filter param:worksFor:Array(Entity(org.schema.Person:Organization)) contains "" microsoft "" ^^org.schema.Person:Organization => notify"	people	now => ( schema_table ) filter param:property contains VALUE => notify	now => ( schema_table ) filter param:property REL_OP VALUE => notify
restaurants-sf24	show me the highest rated restaurant please .	now => ( sort param:aggregateRating.ratingValue:Number desc of ( @org.schema.Restaurant.Restaurant ) ) [ 1 ] => notify	restaurants	now => ( sort param:property desc of ( schema_table ) ) [ VALUE ] => notify	now => ( FUNC_OP param:property FUNC_MOD of ( schema_table ) ) [ VALUE ] => notify
people-148	find someone names tom who worked for myspace .	"now => ( @org.schema.Person.Person ) filter param:id:Entity(org.schema.Person:Person) =~ "" tom "" and param:worksFor:Array(Entity(org.schema.Person:Organization)) contains "" myspace "" ^^org.schema.Person:Organization => notify"	people	now => ( schema_table ) filter param:property =~ VALUE and param:property contains VALUE => notify	now => ( schema_table ) filter param:property REL_OP VALUE LOG_OP param:property REL_OP VALUE => notify
people-166	i 'm looking for people who have won the nobel peace prize	"now => ( @org.schema.Person.Person ) filter param:award:Array(String) contains~ "" nobel peace prize "" => notify"	people	now => ( schema_table ) filter param:property contains~ VALUE => notify	now => ( schema_table ) filter param:property REL_OP VALUE => notify
books-24	can you help me find a stephen king book over NUMBER_0 pages	"now => ( @org.schema.Book.Book ) filter param:author:Entity(org.schema.Book:Person) == "" stephen king "" ^^org.schema.Book:Person and param:numberOfPages:Number >= NUMBER_0 => notify"	books	now => ( schema_table ) filter param:property == VALUE and param:property >= VALUE => notify	now => ( schema_table ) filter param:property REL_OP VALUE LOG_OP param:property REL_OP VALUE => notify
movies-133	are there any movies that have a keyword of 'camping ' ?	"now => ( @org.schema.Movie.Movie ) filter param:keywords:String =~ "" 'camping "" => notify"	movies	now => ( schema_table ) filter param:property =~ VALUE => notify	now => ( schema_table ) filter param:property REL_OP VALUE => notify
books-105	what is the isbn for the first edition of jk rowling 's harry potter book ?	"now => [ param:isbn:String ] of ( ( @org.schema.Book.Book ) filter param:author:Entity(org.schema.Book:Person) == "" jk rowling "" ^^org.schema.Book:Person and param:bookEdition:String =~ "" first edition "" and param:id:Entity(org.schema.Book:Book) =~ "" harry potter "" ) => notify"	books	now => [ param:property ] of ( ( schema_table ) filter param:property == VALUE and param:property =~ VALUE and param:property =~ VALUE ) => notify	now => [ param:property ] of ( ( schema_table ) filter param:property REL_OP VALUE LOG_OP param:property REL_OP VALUE LOG_OP param:property REL_OP VALUE ) => notify
books-76	show me a list of books which have won the nebula award .	"now => ( @org.schema.Book.Book ) filter param:award:Array(String) contains~ "" nebula "" => notify"	books	now => ( schema_table ) filter param:property contains~ VALUE => notify	now => ( schema_table ) filter param:property REL_OP VALUE => notify
restaurants-142	find me expensive restaurants with 5 star ratings .	now => ( @org.schema.Restaurant.Restaurant ) filter param:aggregateRating.ratingValue:Number == 5 and param:priceRange:Enum(cheap,moderate,expensive,luxury) == enum:expensive => notify	restaurants	now => ( schema_table ) filter param:property == VALUE and param:property == VALUE => notify	now => ( schema_table ) filter param:property REL_OP VALUE LOG_OP param:property REL_OP VALUE => notify
hotels-43	do hilton hotels have free wi-fi ?	"now => ( @org.schema.Hotel.Hotel ) filter param:amenityFeature:Array(Entity(org.schema.Hotel:LocationFeatureSpecification)) contains "" free wi-fi "" ^^org.schema.Hotel:LocationFeatureSpecification and param:id:Entity(org.schema.Hotel:Hotel) =~ "" hilton "" => notify"	hotels	now => ( schema_table ) filter param:property contains VALUE and param:property =~ VALUE => notify	now => ( schema_table ) filter param:property REL_OP VALUE LOG_OP param:property REL_OP VALUE => notify
hotels-240	find me holiday inns .	"now => ( @org.schema.Hotel.Hotel ) filter param:id:Entity(org.schema.Hotel:Hotel) =~ "" holiday inns "" => notify"	hotels	now => ( schema_table ) filter param:property =~ VALUE => notify	now => ( schema_table ) filter param:property REL_OP VALUE => notify
people-4	give me the name of the person that works at google with the most awards ?	"now => ( sort param:count:Number desc of ( ( compute count ( param:award:Array(String) ) of ( @org.schema.Person.Person ) ) filter param:worksFor:Array(Entity(org.schema.Person:Organization)) contains "" google "" ^^org.schema.Person:Organization ) ) [ 1 ] => notify"	people	now => ( sort param:property desc of ( ( compute count ( param:property ) of ( schema_table ) ) filter param:property contains VALUE ) ) [ VALUE ] => notify	now => ( FUNC_OP param:property FUNC_MOD of ( ( FUNC_OP ( param:property ) of ( schema_table ) ) filter param:property REL_OP VALUE ) ) [ VALUE ] => notify
restaurants-rerun1f165	search for mexican restaurants	"now => ( @org.schema.Restaurant.Restaurant ) filter param:servesCuisine:String =~ "" mexican "" => notify"	restaurants	now => ( schema_table ) filter param:property =~ VALUE => notify	now => ( schema_table ) filter param:property REL_OP VALUE => notify
restaurants-144	show me vegetarian restaurants in chicago , il .	"now => ( @org.schema.Restaurant.Restaurant ) filter param:geo:Location == location: "" chicago , il "" and param:servesCuisine:String =~ "" vegetarian "" => notify"	restaurants	now => ( schema_table ) filter param:property == VALUE and param:property =~ VALUE => notify	now => ( schema_table ) filter param:property REL_OP VALUE LOG_OP param:property REL_OP VALUE => notify
people-92	i want to find baylor college graduates who speak german .	"now => ( @org.schema.Person.Person ) filter param:alumniOf:Array(Entity(org.schema.Person:Organization)) contains "" baylor college "" ^^org.schema.Person:Organization and param:knowsLanguage:Array(Entity(tt:iso_lang_code)) contains "" german "" ^^tt:iso_lang_code => notify"	people	now => ( schema_table ) filter param:property contains VALUE and param:property contains VALUE => notify	now => ( schema_table ) filter param:property REL_OP VALUE LOG_OP param:property REL_OP VALUE => notify
books-43	find books by jodi picoult that have 10 or more reviews .	"now => ( @org.schema.Book.Book ) filter param:aggregateRating.reviewCount:Number >= 10 and param:author:Entity(org.schema.Book:Person) == "" jodi picoult "" ^^org.schema.Book:Person => notify"	books	now => ( schema_table ) filter param:property >= VALUE and param:property == VALUE => notify	now => ( schema_table ) filter param:property REL_OP VALUE LOG_OP param:property REL_OP VALUE => notify
people-161	where did the head of hr go to college ?	"now => [ param:alumniOf:Array(Entity(org.schema.Person:Organization)) ] of ( ( @org.schema.Person.Person ) filter param:jobTitle:String =~ "" head of hr "" ) => notify"	people	now => [ param:property ] of ( ( schema_table ) filter param:property =~ VALUE ) => notify	now => [ param:property ] of ( ( schema_table ) filter param:property REL_OP VALUE ) => notify
restaurants-72	what is the rating of tgi fridays ?	"now => [ param:aggregateRating.ratingValue:Number ] of ( ( @org.schema.Restaurant.Restaurant ) filter param:id:Entity(org.schema.Restaurant:Restaurant) =~ "" tgi fridays "" ) => notify"	restaurants	now => [ param:property ] of ( ( schema_table ) filter param:property =~ VALUE ) => notify	now => [ param:property ] of ( ( schema_table ) filter param:property REL_OP VALUE ) => notify
hotels-rerun1f55	find marriott hotels	"now => ( @org.schema.Hotel.Hotel ) filter param:id:Entity(org.schema.Hotel:Hotel) =~ "" marriott "" => notify"	hotels	now => ( schema_table ) filter param:property =~ VALUE => notify	now => ( schema_table ) filter param:property REL_OP VALUE => notify
music-175	what 's the name of the longest song ?	now => ( sort param:duration:Measure(ms) desc of ( @org.schema.Music.MusicRecording ) ) [ 1 ] => notify	music	now => ( sort param:property desc of ( schema_table ) ) [ VALUE ] => notify	now => ( FUNC_OP param:property FUNC_MOD of ( schema_table ) ) [ VALUE ] => notify
movies-325	look for movies with a rating of 3 .	now => ( @org.schema.Movie.Movie ) filter param:aggregateRating.ratingValue:Number == 3 => notify	movies	now => ( schema_table ) filter param:property == VALUE => notify	now => ( schema_table ) filter param:property REL_OP VALUE => notify
movies-144	who directed inception ?	"now => [ param:director:Array(Entity(org.schema.Movie:Person)) ] of ( ( @org.schema.Movie.Movie ) filter param:id:Entity(org.schema.Movie:Movie) =~ "" inception "" ) => notify"	movies	now => [ param:property ] of ( ( schema_table ) filter param:property =~ VALUE ) => notify	now => [ param:property ] of ( ( schema_table ) filter param:property REL_OP VALUE ) => notify
books-179	can you tell me a book with a rating of 3 and in audiobook format ?	now => ( @org.schema.Book.Book ) filter param:aggregateRating.ratingValue:Number == 3 and param:bookFormat:Enum(AudiobookFormat,EBook,GraphicNovel,Hardcover,Paperback) == enum:AudiobookFormat => notify	books	now => ( schema_table ) filter param:property == VALUE and param:property == VALUE => notify	now => ( schema_table ) filter param:property REL_OP VALUE LOG_OP param:property REL_OP VALUE => notify
hotels-54	whats the rating on the hyatt ?	"now => [ param:aggregateRating.ratingValue:Number ] of ( ( @org.schema.Hotel.Hotel ) filter param:id:Entity(org.schema.Hotel:Hotel) =~ "" hyatt "" ) => notify"	hotels	now => [ param:property ] of ( ( schema_table ) filter param:property =~ VALUE ) => notify	now => [ param:property ] of ( ( schema_table ) filter param:property REL_OP VALUE ) => notify
hotels-rerun2f2	i would like to see hotels with at least NUMBER_0 reviews that have a check-in time before TIME_0 .	now => ( @org.schema.Hotel.Hotel ) filter param:aggregateRating.reviewCount:Number >= NUMBER_0 and param:checkinTime:Time <= TIME_0 => notify	hotels	now => ( schema_table ) filter param:property >= VALUE and param:property <= VALUE => notify	now => ( schema_table ) filter param:property REL_OP VALUE LOG_OP param:property REL_OP VALUE => notify
people-219	who works at boeing and has won NUMBER_0 separate awards ?	"now => ( @org.schema.Person.Person ) filter count ( param:award:Array(String) ) == NUMBER_0 and param:worksFor:Array(Entity(org.schema.Person:Organization)) contains "" boeing "" ^^org.schema.Person:Organization => notify"	people	now => ( schema_table ) filter count ( param:property ) == VALUE and param:property contains VALUE => notify	now => ( schema_table ) filter FUNC_OP ( param:property ) REL_OP VALUE LOG_OP param:property REL_OP VALUE => notify
hotels-170	please list all 5 star hotels that accept pets	now => ( @org.schema.Hotel.Hotel ) filter param:petsAllowed:Boolean == true and param:starRating.ratingValue:Number == 5 => notify	hotels	now => ( schema_table ) filter param:property == VALUE and param:property == VALUE => notify	now => ( schema_table ) filter param:property REL_OP VALUE LOG_OP param:property REL_OP VALUE => notify
books-10	who wrote the book lolita ?	"now => [ param:author:Entity(org.schema.Book:Person) ] of ( ( @org.schema.Book.Book ) filter param:id:Entity(org.schema.Book:Book) =~ "" lolita "" ) => notify"	books	now => [ param:property ] of ( ( schema_table ) filter param:property =~ VALUE ) => notify	now => [ param:property ] of ( ( schema_table ) filter param:property REL_OP VALUE ) => notify
people-154	show me a picture of maureen dowd .	"now => [ param:image:Entity(tt:picture) ] of ( ( @org.schema.Person.Person ) filter param:id:Entity(org.schema.Person:Person) =~ "" maureen dowd "" ) => notify"	people	now => [ param:property ] of ( ( schema_table ) filter param:property =~ VALUE ) => notify	now => [ param:property ] of ( ( schema_table ) filter param:property REL_OP VALUE ) => notify
movies-115	find a comedy movie with kevin hart .	"now => ( @org.schema.Movie.Movie ) filter param:actor:Array(Entity(org.schema.Movie:Person)) contains "" kevin hart "" ^^org.schema.Movie:Person and param:genre:Array(String) contains~ "" comedy "" => notify"	movies	now => ( schema_table ) filter param:property contains VALUE and param:property contains~ VALUE => notify	now => ( schema_table ) filter param:property REL_OP VALUE LOG_OP param:property REL_OP VALUE => notify
movies-84	what is the running time of the movie deliverance ?	"now => [ param:duration:Measure(ms) ] of ( ( @org.schema.Movie.Movie ) filter param:id:Entity(org.schema.Movie:Movie) =~ "" deliverance "" ) => notify"	movies	now => [ param:property ] of ( ( schema_table ) filter param:property =~ VALUE ) => notify	now => [ param:property ] of ( ( schema_table ) filter param:property REL_OP VALUE ) => notify
people-176	can i get the fax number for anthony fauci ?	"now => [ param:faxNumber:Entity(tt:phone_number) ] of ( ( @org.schema.Person.Person ) filter param:id:Entity(org.schema.Person:Person) =~ "" anthony fauci "" ) => notify"	people	now => [ param:property ] of ( ( schema_table ) filter param:property =~ VALUE ) => notify	now => [ param:property ] of ( ( schema_table ) filter param:property REL_OP VALUE ) => notify
movies-336	is there a movie with a duration of 1 hour and NUMBER_0 minutes ?	now => ( @org.schema.Movie.Movie ) filter param:duration:Measure(ms) == 1 unit:h + NUMBER_0 unit:min => notify	movies	now => ( schema_table ) filter param:property == VALUE => notify	now => ( schema_table ) filter param:property REL_OP VALUE => notify
music-191	give me the url to losing my religion .	"now => [ param:url:Entity(tt:url) ] of ( ( @org.schema.Music.MusicRecording ) filter param:id:Entity(org.schema.Music:MusicRecording) =~ "" losing my religion "" ) => notify"	music	now => [ param:property ] of ( ( schema_table ) filter param:property =~ VALUE ) => notify	now => [ param:property ] of ( ( schema_table ) filter param:property REL_OP VALUE ) => notify
restaurants-153	what time does los arbolitos open ?	"now => [ param:openingHours:RecurrentTimeSpecification ] of ( ( @org.schema.Restaurant.Restaurant ) filter param:id:Entity(org.schema.Restaurant:Restaurant) =~ "" los arbolitos "" ) => notify"	restaurants	now => [ param:property ] of ( ( schema_table ) filter param:property =~ VALUE ) => notify	now => [ param:property ] of ( ( schema_table ) filter param:property REL_OP VALUE ) => notify
hotels-rerun1f108	which hotel has the earliest check in time ?	now => ( sort param:checkinTime:Time asc of ( @org.schema.Hotel.Hotel ) ) [ 1 ] => notify	hotels	now => ( sort param:property asc of ( schema_table ) ) [ VALUE ] => notify	now => ( FUNC_OP param:property FUNC_MOD of ( schema_table ) ) [ VALUE ] => notify
hotels-196	search for hotels in fort lauderdale .	"now => ( @org.schema.Hotel.Hotel ) filter param:geo:Location == location: "" fort lauderdale "" => notify"	hotels	now => ( schema_table ) filter param:property == VALUE => notify	now => ( schema_table ) filter param:property REL_OP VALUE => notify
hotels-241	search for hotels with free in room wi-fi .	"now => ( @org.schema.Hotel.Hotel ) filter param:amenityFeature:Array(Entity(org.schema.Hotel:LocationFeatureSpecification)) contains "" free in room wi-fi "" ^^org.schema.Hotel:LocationFeatureSpecification => notify"	hotels	now => ( schema_table ) filter param:property contains VALUE => notify	now => ( schema_table ) filter param:property REL_OP VALUE => notify
restaurants-0	can you find me a 5 star restaurant that allows smoking of cigars ?	now => ( @org.schema.Restaurant.Restaurant ) filter param:aggregateRating.ratingValue:Number == 5 and param:smokingAllowed:Boolean == true => notify	restaurants	now => ( schema_table ) filter param:property == VALUE and param:property == VALUE => notify	now => ( schema_table ) filter param:property REL_OP VALUE LOG_OP param:property REL_OP VALUE => notify
music-28	list the songs on beatle 's white album	"now => ( @org.schema.Music.MusicRecording ) filter param:byArtist:Entity(org.schema.Music:Person) == "" beatle "" ^^org.schema.Music:Person and param:inAlbum:Entity(org.schema.Music:MusicAlbum) == "" white album "" ^^org.schema.Music:MusicAlbum => notify"	music	now => ( schema_table ) filter param:property == VALUE and param:property == VALUE => notify	now => ( schema_table ) filter param:property REL_OP VALUE LOG_OP param:property REL_OP VALUE => notify
movies-123	how long is gone with the wind ?	"now => [ param:duration:Measure(ms) ] of ( ( @org.schema.Movie.Movie ) filter param:id:Entity(org.schema.Movie:Movie) =~ "" gone with the wind "" ) => notify"	movies	now => [ param:property ] of ( ( schema_table ) filter param:property =~ VALUE ) => notify	now => [ param:property ] of ( ( schema_table ) filter param:property REL_OP VALUE ) => notify
restaurants-55	what is the nearest mexican restaurant with a NUMBER_0 star rating ?	"now => ( sort param:distance:Measure(m) asc of ( compute distance ( param:geo:Location , location:current_location ) of ( ( @org.schema.Restaurant.Restaurant ) filter param:aggregateRating.ratingValue:Number == NUMBER_0 and param:servesCuisine:String =~ "" mexican "" ) ) ) [ 1 ] => notify"	restaurants	now => ( sort param:property asc of ( compute distance ( param:property , VALUE ) of ( ( schema_table ) filter param:property == VALUE and param:property =~ VALUE ) ) ) [ VALUE ] => notify	now => ( FUNC_OP param:property FUNC_MOD of ( FUNC_OP ( param:property , VALUE ) of ( ( schema_table ) filter param:property REL_OP VALUE LOG_OP param:property REL_OP VALUE ) ) ) [ VALUE ] => notify
music-2105	what album is the song jailhouse rock on ?	"now => [ param:inAlbum:Entity(org.schema.Music:MusicAlbum) ] of ( ( @org.schema.Music.MusicRecording ) filter param:id:Entity(org.schema.Music:MusicRecording) =~ "" jailhouse rock "" ) => notify"	music	now => [ param:property ] of ( ( schema_table ) filter param:property =~ VALUE ) => notify	now => [ param:property ] of ( ( schema_table ) filter param:property REL_OP VALUE ) => notify
books-92	what books were written by chuck palahniuk ?	"now => ( @org.schema.Book.Book ) filter param:author:Entity(org.schema.Book:Person) == "" chuck palahniuk "" ^^org.schema.Book:Person => notify"	books	now => ( schema_table ) filter param:property == VALUE => notify	now => ( schema_table ) filter param:property REL_OP VALUE => notify
movies-100	who directed jack reacher ?	"now => [ param:director:Array(Entity(org.schema.Movie:Person)) ] of ( ( @org.schema.Movie.Movie ) filter param:id:Entity(org.schema.Movie:Movie) =~ "" jack reacher "" ) => notify"	movies	now => [ param:property ] of ( ( schema_table ) filter param:property =~ VALUE ) => notify	now => [ param:property ] of ( ( schema_table ) filter param:property REL_OP VALUE ) => notify
people-175	where does bill gates live ?	"now => [ param:address.addressLocality:String ] of ( ( @org.schema.Person.Person ) filter param:id:Entity(org.schema.Person:Person) =~ "" bill gates "" ) => notify"	people	now => [ param:property ] of ( ( schema_table ) filter param:property =~ VALUE ) => notify	now => [ param:property ] of ( ( schema_table ) filter param:property REL_OP VALUE ) => notify
restaurants-sf50	where is thai kitchen ?	"now => [ param:geo:Location ] of ( ( @org.schema.Restaurant.Restaurant ) filter param:id:Entity(org.schema.Restaurant:Restaurant) =~ "" thai kitchen "" ) => notify"	restaurants	now => [ param:property ] of ( ( schema_table ) filter param:property =~ VALUE ) => notify	now => [ param:property ] of ( ( schema_table ) filter param:property REL_OP VALUE ) => notify
books-93	what is the isbn of huckleberry finn ?	"now => [ param:isbn:String ] of ( ( @org.schema.Book.Book ) filter param:id:Entity(org.schema.Book:Book) =~ "" huckleberry finn "" ) => notify"	books	now => [ param:property ] of ( ( schema_table ) filter param:property =~ VALUE ) => notify	now => [ param:property ] of ( ( schema_table ) filter param:property REL_OP VALUE ) => notify
music-197	show a song longer than 8 minutes	now => ( @org.schema.Music.MusicRecording ) filter param:duration:Measure(ms) >= 8 unit:min => notify	music	now => ( schema_table ) filter param:property >= VALUE => notify	now => ( schema_table ) filter param:property REL_OP VALUE => notify
music-2132	who performed the song yellow ?	"now => [ param:byArtist:Entity(org.schema.Music:Person) ] of ( ( @org.schema.Music.MusicRecording ) filter param:id:Entity(org.schema.Music:MusicRecording) =~ "" yellow "" ) => notify"	music	now => [ param:property ] of ( ( schema_table ) filter param:property =~ VALUE ) => notify	now => [ param:property ] of ( ( schema_table ) filter param:property REL_OP VALUE ) => notify
music-104	what is the first studio album released by 9 inch nails ?	"now => ( ( sort param:datePublished:Date asc of ( @org.schema.Music.MusicAlbum ) ) filter param:byArtist:Entity(org.schema.Music:Person) == "" 9 inch nails "" ^^org.schema.Music:Person ) [ 1 ] => notify"	music	now => ( ( sort param:property asc of ( schema_table ) ) filter param:property == VALUE ) [ VALUE ] => notify	now => ( ( FUNC_OP param:property FUNC_MOD of ( schema_table ) ) filter param:property REL_OP VALUE ) [ VALUE ] => notify
people-150	who graduated from penn state and speaks swahili ?	"now => ( @org.schema.Person.Person ) filter param:alumniOf:Array(Entity(org.schema.Person:Organization)) contains "" penn state "" ^^org.schema.Person:Organization and param:knowsLanguage:Array(Entity(tt:iso_lang_code)) contains "" swahili "" ^^tt:iso_lang_code => notify"	people	now => ( schema_table ) filter param:property contains VALUE and param:property contains VALUE => notify	now => ( schema_table ) filter param:property REL_OP VALUE LOG_OP param:property REL_OP VALUE => notify
hotels-98	how many reviews are published about holiday inn hotels ?	"now => aggregate sum param:aggregateRating.reviewCount:Number of ( ( @org.schema.Hotel.Hotel ) filter param:id:Entity(org.schema.Hotel:Hotel) =~ "" holiday inn "" ) => notify"	hotels	now => aggregate sum param:property of ( ( schema_table ) filter param:property =~ VALUE ) => notify	now => FUNC_OP param:property of ( ( schema_table ) filter param:property REL_OP VALUE ) => notify
restaurants-sf171	something spicy over NUMBER_0 star rating .	"now => ( @org.schema.Restaurant.Restaurant ) filter param:aggregateRating.ratingValue:Number >= NUMBER_0 and param:servesCuisine:String =~ "" spicy "" => notify"	restaurants	now => ( schema_table ) filter param:property >= VALUE and param:property =~ VALUE => notify	now => ( schema_table ) filter param:property REL_OP VALUE LOG_OP param:property REL_OP VALUE => notify
people-rerun2f67	i 'd like to know apple employees who have at least one award .	"now => ( @org.schema.Person.Person ) filter count ( param:award:Array(String) ) >= 1 and param:worksFor:Array(Entity(org.schema.Person:Organization)) contains "" apple "" ^^org.schema.Person:Organization => notify"	people	now => ( schema_table ) filter count ( param:property ) >= VALUE and param:property contains VALUE => notify	now => ( schema_table ) filter FUNC_OP ( param:property ) REL_OP VALUE LOG_OP param:property REL_OP VALUE => notify
people-167	could you look for people who are working for bechtel who graduated from duke university	"now => ( @org.schema.Person.Person ) filter param:alumniOf:Array(Entity(org.schema.Person:Organization)) contains "" duke university "" ^^org.schema.Person:Organization and param:worksFor:Array(Entity(org.schema.Person:Organization)) contains "" bechtel "" ^^org.schema.Person:Organization => notify"	people	now => ( schema_table ) filter param:property contains VALUE and param:property contains VALUE => notify	now => ( schema_table ) filter param:property REL_OP VALUE LOG_OP param:property REL_OP VALUE => notify
people-152	who lives in palo alto and works for google ?	"now => ( @org.schema.Person.Person ) filter param:address.addressLocality:String =~ "" palo alto "" and param:worksFor:Array(Entity(org.schema.Person:Organization)) contains "" google "" ^^org.schema.Person:Organization => notify"	people	now => ( schema_table ) filter param:property =~ VALUE and param:property contains VALUE => notify	now => ( schema_table ) filter param:property REL_OP VALUE LOG_OP param:property REL_OP VALUE => notify
movies-48	can you help me find a movie with george clooney over 3 hours long	"now => ( @org.schema.Movie.Movie ) filter param:actor:Array(Entity(org.schema.Movie:Person)) contains "" george clooney "" ^^org.schema.Movie:Person and param:duration:Measure(ms) >= 3 unit:h => notify"	movies	now => ( schema_table ) filter param:property contains VALUE and param:property >= VALUE => notify	now => ( schema_table ) filter param:property REL_OP VALUE LOG_OP param:property REL_OP VALUE => notify
